meal_id,name,category,ingredient,description,veg_nonveg,nutrient,disease,diet,price,user_id
meal_id_268,Dinner Roll,egg,2 tsp Yeast 1 tsp Sugar 1/2 cup Lukewarm Water 1 1/2 cup Flour 3/4 tsp Salt 1 tbsp Oil 1  Egg Yolk 1/2 cup Milk 2 tbsp Butter 1 tsp Oil For Brushing  Egg White,https://food.ndtv.com/recipe-dinner-roll-951236,veg,iron calcium sodium iodine vitamin_a vitamin_d vitamin_k chloride potassium,anemia scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,555,38
meal_id_269,Aata Walnut Cookies,cookie,1/2 Cup Butter 1/2 cup Castor Sugar 1 cup Aata 1/2 tsp Baking Powder 1/2 tsp Coffee Powder 1 cup Walnuts,https://food.ndtv.com/recipe-aata-walnut-cookies-951164,veg,selenium protein manganese,anemia diabeties scurvy rickets heart_disease obesity goitre kidney_disease pregnancy,type_a_diet high_fiber_diet low_fat_diet omni_diet high_protien_diet vegan_diet low_carb_diet ketogenic_diet,350,47
meal_id_270,Mince Pie,pie,"350 gms flour 225 gms butter 100 gms castor sugar  to taste salt <b>For mince meat:</b> 100 gms raisins 100 gms currants 50 gms moist sugar 50 gms citron 20 gms candied lemon peel 20 gms candied orange peel 5 gms nutmeg 1  apple, chopped 30 ml lemon juice 2  lemon rind 100 ml brandy",https://food.ndtv.com/recipe-mince-pie-914374,veg,sodium iodine carbohydrates chloride,diabeties heart_disease obesity goitre kidney_disease,vegan_diet low_sodium_diet,665,62
meal_id_271,Sweet Potato Pie,pie,"450 Gram Yams (red skinned) 150 gram Condensed Milk 1 tbsp Sugar 1 small Egg   A pinch of Cinnamon  To decorate  Marshmallows  <b>For the Pie Dough</b> 350+ extra gram All-purpose flour 1 tsp Salt 275 gram Butter 5 tbsp Ice cold water 1  Egg, mashed",https://food.ndtv.com/recipe-sweet-potato-pie-906005,veg,iron calcium sodium iodine vitamin_a vitamin_d vitamin_k chloride potassium,anemia diabeties scurvy eye_disease rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,high_fiber_diet low_fat_diet mediterranean_diet high_protien_diet gluten_free_diet vegan_diet low_sodium_diet paleo_diet low_carb_diet ketogenic_diet,440,65
meal_id_272,Wok Tossed Asparagus In Mild Garlic Sauce,sauce,200 Gram Asparagus   1 fried onion (medium)   1/2 tsp breakfast sugar   10 ml potato starch   20 ml stock vegetarian   20 gm porcini   Salt to taste   50 ml oil,https://food.ndtv.com/recipe-wok-tossed-asparagus-in-mild-garlic-sauce-874386,veg,sodium iodine chloride,diabeties scurvy heart_disease hypertension obesity goitre kidney_disease pregnancy,vegan_diet low_sodium_diet low_fat_diet ketogenic_diet,200,39
meal_id_273,White Chocolate Cheesecake,chocolate,  125 gm of butter   12 Tbsp of sugar   1 1/2 tsp of vanilla essence   125 gm of all-purpose flour   225 gm of cream cheese   120 gm of white compound chocolate   4 eggs   Raspberry crush to serve   Raspberry and strawberry for garnish,https://food.ndtv.com/recipe-white-chocolate-cheesecake-838471,veg,iron calcium magnesium vitamin_a vitamin_k chromium,anemia diabeties scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,high_fiber_diet low_fat_diet high_protien_diet vegan_diet low_carb_diet ketogenic_diet,310,25
meal_id_274,Chocolate Cake,cake,  Ingredients:   1 1/2 cups granulated sugar   canola oil 150 mL   2 eggs   2 tsp vanilla   2 2/3 cups all purpose flour   2/3 cups cocoa   2 tsp baking powder   2 tsp baking soda   1 tsp salt   2 cups boiling water 500 mL,https://food.ndtv.com/recipe-chocolate-cake-781920,veg,iron sodium iodine magnesium vitamin_a vitamin_k chloride potassium,anemia diabeties scurvy heart_disease hypertension obesity goitre kidney_disease pregnancy,high_fiber_diet low_fat_diet high_protien_diet vegan_diet low_sodium_diet low_carb_diet ketogenic_diet,615,48
meal_id_275,Maple Walnut Chiffon Cake,cake,"  Ingredients:   Cake   2 1/4 cups sifted cake flour   3/4 cup granulated sugar   3/4 cup brown sugar, packed   1 Tbsp baking powder   1 tsp salt   canola oil 125 mL   cold water 175 mL   5 egg yolks   4 tsp maple flavoring   1/2 tsp cream of tartar   1 cup egg whites   1 cup walnuts, chopped fine   Brown Sugar Glaze   3 Tbsp non-hydrogenated canola margarine 45 mL   1/2 cup brown sugar   3 Tbsp milk   1 cup icing sugar   1 tsp vanilla extract",https://food.ndtv.com/recipe-maple-walnut-chiffon-cake-781916,veg,iron calcium sodium iodine vitamin_a vitamin_d vitamin_k chloride potassium,anemia diabeties scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,365,67
meal_id_276,Almond And Sesame Pinni,almond,2 cups  Wheat flour 2 1/2 tbsp  Semolina 1/4 cup  Roasted almond slivers 1/4 cup  Roasted white sesame powder 3/4 cup  Pure ghee 1 1/2 tbsp  Gram flour (besan) 1 cup  Sugar 1/2 cup  Water 1/2 tsp  Green cardamom powder 1 tbsp  Roasted white sesame 3 tbsp  Roasted whole almonds,https://food.ndtv.com/recipe-almond-and-sesame-pinni-957556,veg,iron carbohydrates,anemia scurvy diabeties heart_disease obesity goitre pregnancy,high_fiber_diet low_fat_diet omni_diet mediterranean_diet high_protien_diet gluten_free_diet vegan_diet ketogenic_diet,310,46
meal_id_277,Almond Pesto And Paneer Tikka,paneer,  For paneer: 250 gms  Cottage cheese 1/4 cup  Almond flakes 1/4 cup  Fresh coriander leaves 8-10  Basil leaves 2 tsp  Chopped ginger 1 tsp  Chopped green chilli  to taste Salt 2 tbsp  Grated parmesan cheese 1/2 tsp  Chaat masala   For marination: 1/2 cup  Fresh cream 1/2 tsp  Chopped fresh coriander roots  A pinch of Green cardamom powder  A pinch of Turmeric powder  to taste Salt 1 tbsp  Refined oil,https://food.ndtv.com/recipe-almond-pesto-and-paneer-tikka-957554,veg,iron calcium sodium iodine chloride chromium phosphorus,anemia scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,high_fiber_diet low_fat_diet omni_diet mediterranean_diet high_protien_diet gluten_free_diet vegan_diet low_sodium_diet ketogenic_diet,470,91
meal_id_278,Spiced Almond Banana Jaggery Cake,cake,"1/2 cup  Butter, unsalted 1/2 cup  Jaggery powder 1 1/2 tsp  Cinnamon, ground 1/4 tsp  Nutmeg, ground 1/2 cup  Almonds, sliced 3/4 cup  Sugar 3  Eggs, large 2 tsp  Orange zest 1 1/4 cup  Banana, riped and mashed 3 cups  All-purpose flour 1 1/2 tsp  Baking powder 1 tsp  Baking soda 1/2 tsp  Salt 2/3 cup  Buttermilk",https://food.ndtv.com/recipe-spiced-almond-banana-jaggery-cake-957553,veg,sodium iodine selenium chloride potassium,heart_disease hypertension obesity goitre kidney_disease pregnancy,high_fiber_diet low_fat_diet omni_diet mediterranean_diet high_protien_diet gluten_free_diet vegan_diet low_sodium_diet ketogenic_diet,620,93
meal_id_279,Beetroot And Roasted Pista Raita,pista,"3/4 cup  American pistachios 1 1/2 cup  Yogurt 1/4 cup  Blanched beetroot puree 1/2 tsp  Red chilli powder  to taste Salt 1/4 tsp  Roasted cumin powder 12-15  Fresh mint leaves, roughly chopped   Fresh mint sprigs and leaves for garnish",https://food.ndtv.com/recipe-beetroot-and-roasted-pista-raita-957536,veg,calcium sodium iodine carbohydrates chloride,anemia diabeties rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,high_fiber_diet low_fat_diet vegan_diet low_sodium_diet ketogenic_diet,405,73
meal_id_280,Lachha Rabdi,rabdi,2 lts  Full cream milk 400 gms  Khoya 400 gms  Sugar 100 gms  Ghee 5 gms  Elaichi powder 10 ml  Rose essence 15 gms  Sliced pista,https://food.ndtv.com/recipe-lachha-rabdi-957535,veg,calcium carbohydrates vitamin_d potassium,anemia diabeties rickets heart_disease hypertension obesity kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet,365,7
meal_id_281,Paneer Bhatura,paneer,"  For the dough: 500 gm  Maida 2 tbsp  Sooji  to taste Salt 1/2 cup  Curd 1 tsp  Baking soda 1/2 tsp  Baking powder   Lukewarm water   Oil, for frying   For the stuffing: 10 gm  Paneer 1 tsp Coriander leaves  A pinch of Red chilli powder 2 tbsp Maida  to taste Salt",https://food.ndtv.com/recipe-paneer-bhatura-957534,veg,sodium iodine chloride phosphorus,heart_disease kidney_disease goitre obesity,vegan_diet low_sodium_diet low_fat_diet,395,59
meal_id_282,Anjeer Kaju Roll,kaju,300 gms  Anjeer (dry fig) 200 gms  Cashew nuts 100 gms  Pista 400 gms  Sugar 50 gms  Dates 1 gm  Saffron 50 gms  Ghee 50 gms  Posto (poppy seeds),https://food.ndtv.com/recipe-anjeer-kaju-roll-957531,veg,carbohydrates vitamin_e chromium copper manganese,heart_disease kidney_disease diabeties,high_fiber_diet low_fat_diet high_protien_diet,310,95
meal_id_283,Gond Aur Gulkand Ke Ladoo,ladoo,200 gms  Gond (acacia gum) 300 gms  Whole wheat flour 250 gms  Sugar 250 gms  Ghee 50 gms  Almonds 50 gms  Pista 50 gms  Cashew nuts 50 gms  Dates 50 gms  Gulkand 25 gms  Cardamom powder,https://food.ndtv.com/recipe-gond-aur-gulkand-ke-ladoo-957530,veg,carbohydrates vitamin_e chromium copper manganese,heart_disease kidney_disease diabeties,high_fiber_diet low_fat_diet high_protien_diet,390,60
meal_id_284,Kaju Pista Roll,pista,1/2 kg  Cashew nuts 400 gm  Sugar 1/2 kg  Pista 250 gm  Sugar   Silver Warak   Saffron,https://food.ndtv.com/recipe-kaju-pista-roll-957519,veg,vitamin_e chromium copper manganese,heart_disease kidney_disease,high_fiber_diet low_fat_diet high_protien_diet,695,79
meal_id_285,Diana Wati,almonds,1/2 kg  Cashew Nuts 400 gm  Sugar 200 gm  Chopped Almonds 200 gm  Chopped Pista 100 gm  Gulkand 1 gm  Saffron 50 gm  Sliced Almonds   Silver Warak,https://food.ndtv.com/recipe-diana-wati-957518,veg,vitamin_e chromium copper manganese,heart_disease kidney_disease,high_fiber_diet low_fat_diet high_protien_diet,525,100
meal_id_286,Khoya Kulfi,kulfi,1 Litre Milk 1 cup Khoya 1/2 cup Sugar 1 tsp Green Cardamom 2 tbsp Almonds Or Pistachios (Chopped),https://food.ndtv.com/recipe-khoya-kulfi-956750,veg,iron calcium vitamin_d potassium,anemia scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet high_protien_diet,645,76
meal_id_287,Jaggery Malpuas,pistachio,1/2  Grated Jaggery 1 cup Whole Wheat Flour 1/2 tsp Fennel Seeds 1/2 tsp Cardamom Powder 3/4  Fruit Salt   Ghee for greasing and cooking 1/2 tsp Cardamom Powder   A few pistachio silvers,https://food.ndtv.com/recipe-jaggery-malpuas-956569,veg,sodium iodine magnesium carbohydrates chloride copper,diabeties heart_disease hypertension obesity goitre kidney_disease,vegan_diet low_sodium_diet high_protien_diet,360,78
meal_id_288,Bread Malai Roll,malai,2 Slices  Milk Bread 30 gram Cream 50 gram Sweet kova 150 gram Sugar 1 litre Milk ,https://food.ndtv.com/recipe-bread-malai-roll-956542,veg,calcium vitamin_d potassium,anemia scurvy rickets heart_disease hypertension obesity kidney_disease pregnancy,high_fiber_diet low_fat_diet mediterranean_diet high_protien_diet vegan_diet ketogenic_diet,345,58
meal_id_289,Red Velvet Shahi Tukda,cardamom,2 Pieces  Red Velvet Slices 1/2 ml Water 2  Crushed black cardamo 3 cups Milk 5 gram Pistachios 1/2 cup Clarify Butter 1/2 cup Sugar 4 Strands  Saffron   A pinch of green cardamom powder,https://food.ndtv.com/recipe-red-velvet-shahi-tukda-956444,veg,iron calcium vitamin_d potassium,anemia diabeties scurvy eye_disease rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,low_fat_diet dash_diet high_protien_diet vegan_diet ketogenic_diet,315,14
meal_id_290,Saffron Rose Phirni,saffron,"2 Tbsp Basmati Rice   Water for soaking 1 litre Milk (Full Cream) 1/4 cup Sugar 1/4 tsp Cardamom powder 2 tsp Saffron milk   Few dry fruits, chopped 15  Dry Rose Petals",https://food.ndtv.com/recipe-saffron-rose-phirni-956395,veg,calcium carbohydrates vitamin_d potassium,anemia diabeties scurvy rickets heart_disease hypertension obesity kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet,315,4
meal_id_291,Moongfali Til Laddoo,cardamom,1/3 Cup White sesame seeds 1/4 cup Peanuts 1/4 cup Desiccated Coconut 1/2 cup Jaggery 3 tbsp Water 1/4 cup Cardamom powder   Oil a bit for greasing,https://food.ndtv.com/recipe-moongfali-til-laddoo-956337,veg,magnesium copper,hypertension diabeties goitre,high_protien_diet,635,19
meal_id_292,Suji Gulab Jamun,gulab,2 and a half Cup Semolina 3 tbsp Ghee 1 tsp Elaichi Powder 2  cups Sugar   Oil For Deep Frying   Water 2 cups Milk,https://food.ndtv.com/recipe-suji-gulab-jamun-956322,veg,calcium carbohydrates vitamin_d potassium,anemia diabeties rickets heart_disease hypertension obesity kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet,390,28
meal_id_293,Pindi Chana Tacos,chana,200 gms Kabuli Chana Soaked 2 nos Big Cardamom 2  Green Cardamom 1  Cloves 1  Bay Leaf 15 gram Tea Leaves 2 gram Salt 30 gram Coriander Powder 5 gram Aamchoor Powder 5 gram Degi Mirch 5 gram Jeera Powder 5 gram Haldi Powder 5 gram Garam Masala   Chana mixture 25 gram Ghee 2 gram Ajwain 1 gram Hing 50 gram Chopped Onion 15 gram Ginger Garlic Paste 40 gram Tomato Puree 15 gram Curd 2 gram Kasuri Methi 2 gram Salt 5 gram Green Chillies 2 gram Tortilla sheet 10 gram Sirka Pyaz 30 gram Achari Mayo,https://food.ndtv.com/recipe-pindi-chana-tacos-955874,veg,iron sodium iodine carbohydrates chloride manganese,anemia diabeties scurvy heart_disease obesity goitre kidney_disease pregnancy,high_fiber_diet low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,465,32
meal_id_294,Almond And Rose Kheer,kheer,2 Litre full fat milk 120 gms rice 40 gms grain sugar 3-4  Rose water drops 10 gms dried rose petals 100 gms almonds 25 gms almond slivers,https://food.ndtv.com/recipe-almond-and-rose-kheer-954499,veg,calcium carbohydrates vitamin_d potassium,anemia diabeties scurvy rickets heart_disease hypertension obesity kidney_disease pregnancy,high_fiber_diet low_fat_diet omni_diet mediterranean_diet gluten_free_diet vegan_diet ketogenic_diet,695,96
meal_id_295,Kesar Pista Phirni,pista,"  A few saffron threads 10-12  pistachios (peeled and sliced), blanched 1 litre skimmed milk 3 tbsp coarsely ground rice 3/4 tbsp green cardamom powder 3 tbsp low-calorie sweetener",https://food.ndtv.com/recipe-kesar-pista-phirni-954373,veg,iron calcium carbohydrates vitamin_d potassium,anemia diabeties scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet high_protien_diet,220,75
meal_id_296,Murgh Malai Tikka With Mint Chutney,chutney,150 gms chicken breast 25 gms ginger and garlic paste 10 gms chilli 10 gms coriander 100 ml cream 10 gms mint 5  Lemons 1 tbsp chaat masala  1 gms sugar 1  Raw mango 1 ml ghee  to taste salt 10 ml oil 25 gms bhel,https://food.ndtv.com/recipe-murgh-malai-tikka-with-mint-chutney-954372,veg,sodium iodine carbohydrates chloride,diabeties heart_disease obesity goitre kidney_disease,vegan_diet low_sodium_diet,215,2
meal_id_297,Besan Ke Laddoo,besan,2 Cups gram flour (coarse) 6-8  Cashew nuts 6-8  Almonds 1/2 cup ghee 1/2 tsp green cardamom powder 1/3 cup low-calorie sweetener,https://food.ndtv.com/recipe-besan-ke-laddoo-954371,veg,iron carbohydrates vitamin_e chromium copper manganese,anemia diabeties scurvy heart_disease obesity goitre kidney_disease pregnancy,high_fiber_diet low_fat_diet high_protien_diet vegan_diet ketogenic_diet,425,16
meal_id_298,Rasmalai Tiramisu,rasmalai,4  Rasmalai 2 tsp instant coffee powder 1 cup mascarpone cheese   Whipped cream 1  Eggless sponge cake (eight inch)   Icing sugar   Cocoa powder 1 cup water,https://food.ndtv.com/recipe-rasmalai-tiramisu-954001,veg,calcium potassium chromium manganese,anemia rickets heart_disease hypertension obesity kidney_disease pregnancy,high_fiber_diet low_fat_diet high_protien_diet vegan_diet ketogenic_diet,675,5
meal_id_299,Seviyan Kheer,kheer,70 gms vermicelli 25 gms pure ghee 400 ml milk 50 gms grain sugar 5 gms green cardamom 2 gms cloves 20 gms whole almonds 10 gms sultanas / kishmish  for garnishing fresh rose petals,https://food.ndtv.com/recipe-seviyan-kheer-953482,veg,iron calcium carbohydrates vitamin_d potassium,anemia diabeties scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet high_protien_diet,260,5
meal_id_300,Thandai Rasmalai,thandai,<b>For Thandai:</b> 1 cup milk 1 1/2 litre water 1 1/2 cups sugar 1/2 tbsp saunf 1/2 tsp cardamom powder 1 tbsp almond 1 tbsp pistachio 1 tbsp watermelon seed (skinned) 1/2 tbsp poppy seeds 1/2 tsp rose water 1 tsp peppercorn whole 1/4 cup dried or fresh rose petals <b>For Rasmalai:</b> 1 litre milk 1 tsp refined flour 2 cups grain sugar 3-4 tbsp white vinegar (to curdle the milk) 6-7 cups water,https://food.ndtv.com/recipe-thandai-rasmalai-953481,veg,calcium magnesium vitamin_d potassium copper,anemia diabeties rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet high_protien_diet,475,45
meal_id_301,Badam Aur Gulkand Ki Kulfi,kulfi,200 gms almonds whole 40 gms gulab ki patti 1.5 litre full fat milk 80 gms mawa (unsweetened) 70 gms sugar   Few strands of saffron,https://food.ndtv.com/recipe-badam-aur-gulkand-ki-kulfi-953479,veg,calcium vitamin_d potassium,anemia rickets heart_disease hypertension obesity kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet,420,25
meal_id_294,Almond And Rose Kheer,kheer,2 Litre full-fat milk 120 gms rice 40 gms grain sugar 3-4 drops  rose water 10 gms dried rose petals 100 gms almonds 25 gms almond slivers,https://food.ndtv.com/recipe-almond-and-rose-kheer-953478,veg,calcium carbohydrates vitamin_d potassium,anemia diabeties scurvy rickets heart_disease hypertension obesity kidney_disease pregnancy,high_fiber_diet low_fat_diet omni_diet mediterranean_diet gluten_free_diet vegan_diet ketogenic_diet,305,74
meal_id_302,Ruwangan Hachi Chaman,desi,"200 gms cottage cheese (deep fried), sliced 75 gms tomatoes (boiled and sun dried) 1 cup onion, small 1 tsp garlic <b>Whole spices:</b> 4-5  green cardamom 2-3  black cardamom 3-4 small cinnamon sticks 5-6  bay leaves 1 tsp turmeric 1 tsp red mirch powder 1 tsp saunf powder 1 tsp dry ginger powder 1 tsp coriander powder As per taste  salt 50 ml mustard oil 1 tbsp desi ghee",https://food.ndtv.com/recipe-ruwangan-hachi-chaman-953396,veg,iron calcium sodium iodine carbohydrates vitamin_c chloride chromium,anemia diabeties scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,315,61
meal_id_303,Peshawari Chapli Kebab,kebab,"1 Kg mutton (with fat) 80 gms onions, finely chopped 80 gms tomatoes (peeled and deseeded), finely chopped   Tomato slices   Black pepper 10 gms coriander seeds  to taste salt for grilling/shallow frying  cooking oil",https://food.ndtv.com/recipe-peshawari-chapli-kebab-952988,non_veg,sodium iodine magnesium protein vitamin_c chloride copper phosphorus,anemia diabeties scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,type_a_diet high_fiber_diet low_fat_diet omni_diet high_protien_diet vegan_diet low_sodium_diet low_carb_diet ketogenic_diet,365,20
meal_id_304,Chocolate Appo,chocolate,"3/4 Cup rice 3 tbsp coconut, grated 1 tsp baking powder 1 tsp vanilla extract 1/2 tsp cinnamon powder 1/4 cup brown sugar 1/4 cup unsweetened cocoa powder  A pinch of salt 3 tbsp chocolate chips 2-3 tbsp butter",https://food.ndtv.com/recipe-chocolate-appo-952959,veg,sodium iodine magnesium carbohydrates chloride,diabeties heart_disease hypertension obesity goitre kidney_disease,high_fiber_diet high_protien_diet vegan_diet low_sodium_diet low_carb_diet ketogenic_diet,575,1
meal_id_305,Red Rice Vermicelli Kheer,kheer,"60 gms red rice vermicelli / broken sooji / semolina vermicelli 1 1/2 tbsp butter 1 tbsp almonds, chopped 2 1/2 cup whole milk 1/4 tsp cardamom powder 8-10  saffron strands / thread 3 tbsp sugar",https://food.ndtv.com/recipe-red-rice-vermicelli-kheer-952958,veg,calcium carbohydrates vitamin_d potassium,anemia diabeties scurvy eye_disease rickets heart_disease hypertension obesity kidney_disease pregnancy,low_fat_diet omni_diet dash_diet high_protien_diet vegan_diet ketogenic_diet,305,63
meal_id_114,Tulsi Ajwain Ka Mahi Tikka,tikka,600 gms river sole fish 100 gms basil paste 15 gms ajwain 100 gms ginger and garlic paste 50 gms green chilli paste 40 gms garam masala powder 10 gms cardamom powder 200 gms hung curd 50 gms dairy cream  to taste salt 50 ml mustard oil 10 gms kasuri methi 10 ml lemon juice,https://food.ndtv.com/recipe-tulsi-ajwain-ka-mahi-tikka-952870,veg,iron sodium iodine vitamin_a vitamin_d chloride chromium fluoride,anemia scurvy heart_disease obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,450,44
meal_id_306,Dahi Anjeer Ke Kebab,kebab,"100 gms anjeer 250 gms hung curd 400 gms paneer 150 gms chana powder, roasted 150 gms bread crumbs 50 gram ginger 25 gms green chilli 50 gms green coriander, chopped 200 gms ghee 40 gms garam masala powder 15 gms elaichi powder 10 gms jeera powder, roasted  to taste salt",https://food.ndtv.com/recipe-dahi-anjeer-ke-kebab-952869,non_veg,iron sodium iodine carbohydrates chloride phosphorus,anemia diabeties scurvy heart_disease obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,455,30
meal_id_307,Madata Khaja,khaja,300 gms maida 15 gms baking powder 45 ml ghee 45 ml milk as required   salt as required   water for deep frying  oil 500 ml sugar syrup,https://food.ndtv.com/recipe-madata-khaja-952836,veg,calcium sodium iodine carbohydrates vitamin_d chloride potassium,anemia diabeties rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,vegan_diet low_sodium_diet low_fat_diet ketogenic_diet,525,94
meal_id_308,Baked Ragi Chakli,chakli,250 gms ragi flour 150 gms besan flour 5 gms ginger 5 gms chili 2 gms garlic paste 5 gms salt 20 ml oil,https://food.ndtv.com/recipe-baked-ragi-chakli-952830,veg,sodium iodine chloride,diabeties heart_disease obesity goitre kidney_disease,vegan_diet low_sodium_diet ketogenic_diet high_protien_diet,655,48
meal_id_309,Nazaqati Boti Kebab,kebab,"1 Kg mutton cubes (extra clean, from male goat thigh) 50 gms ginger paste 100 gms raw papaya paste 100 gms white onion paste 150 gms brown onion, finely chopped 150 gms desi ghee 5 gms yellow chilli powder 5 gms coriander powder  to taste salt 5 gms garam masala 5 gms potli masala 20 gms chana dal flavour, roasted 100 gms curd 5 gms rose petal paste 1 gms saffron 300 gms poppy seeds paste 10 gms cashew paste 10 gms almond paste 10 gms chiroli paste 5 gms dessicated coconut poqder 2 ml kewra 4 pcs clove 6 pcs green cardamom",https://food.ndtv.com/recipe-nazaqati-boti-kebab-952804,non_veg,iron sodium iodine magnesium protein carbohydrates chloride copper phosphorus,anemia diabeties scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,type_a_diet high_fiber_diet low_fat_diet omni_diet high_protien_diet vegan_diet low_sodium_diet low_carb_diet ketogenic_diet,315,90
meal_id_310,Almond And Raw Banana Galawat,banana,"80 gms almond slivers, peeled 150 gms raw banana (boiled) 25 gms almond paste 20 ml cooking cream 15 ml refined oil 2 gms mace powder 2 gms cardamom powder  20 gms ginger garlic paste 5 gms garam masala powder 3 gms red chilli powder  to taste salt 50 gms tempura batter",https://food.ndtv.com/recipe-almond-and-raw-banana-galawat-952800,veg,sodium iodine selenium chloride,anemia diabeties scurvy heart_disease hypertension obesity goitre kidney_disease,high_fiber_diet omni_diet dash_diet mediterranean_diet high_protien_diet gluten_free_diet vegan_diet low_sodium_diet ketogenic_diet,345,79
meal_id_311,Grilled Almond Barfi (Sugar Free),barfi,"500 gms khoya 40 gms sweetener (optional) 1 cup almonds (crushed), roasted",https://food.ndtv.com/recipe-grilled-almond-burfee-sugar-free-952798,veg,carbohydrate,diabeties,high_fiber_diet mediterranean_diet omni_diet gluten_free_diet,510,95
meal_id_312,Chocolate Kaju Katli,kaju,2 1/4 Cups cashew nuts 1 cup sugar 100 ml water 1 cup milk chocolate or dark chocolate,https://food.ndtv.com/recipe-chocolate-kaju-katli-952792,veg,calcium magnesium vitamin_d vitamin_e potassium chromium copper manganese,anemia diabeties rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,high_fiber_diet low_fat_diet high_protien_diet vegan_diet low_carb_diet ketogenic_diet,365,54
meal_id_282,Anjeer Kaju Roll,kaju,1 Kg cashew nuts 500 gms figs 500 gms sugar 100 gms pistachio 10 gms green cardamom powder 1/2 gms saffron 25 gms honey 100 gms beetroot juice,https://food.ndtv.com/recipe-anjeer-kaju-roll-952786,veg,iron carbohydrates vitamin_e chromium copper manganese,anemia diabeties scurvy heart_disease obesity goitre kidney_disease pregnancy,high_fiber_diet low_fat_diet high_protien_diet vegan_diet ketogenic_diet,470,93
meal_id_313,Mix Fruit Laccha Rabri Tortilla Crunch,crunch,"5 Litre milk 100 gms sugar 10 gms cardamom powder 1 gram saffron   almonds and pistachios, chopped 100 gms grapes 100 gms apple 100 gms kiwi 100 gms orange 100 gms pomegranate 2 sprigs  mint leaves <b>For Tortilla Crunch:</b> 2 nos tortilla sheet for frying  oil",https://food.ndtv.com/recipe-mix-fruit-laccha-rabri-tortilla-crunch-952783,veg,calcium vitamin_d potassium,anemia diabeties scurvy eye_disease rickets heart_disease hypertension obesity kidney_disease pregnancy,high_fiber_diet low_fat_diet mediterranean_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,660,21
meal_id_314,Kalmi Kebab,kebab,500 Gram Chicken thigh leg 1/4 cup Yogurt 1 tsp Ginger-garlic paste 1/2 tbsp Lemon juice 1/4 tsp Turmeric powder 1/2 tsp Caraway seeds 4 tsp Cashew nut powder 1/2 tsp Green cardamom powder 1/4 tsp Black pepper (crushed) 1/4 cup Fresh cream   Refined oil,https://food.ndtv.com/recipe-kalmi-kebab-952770,non_veg,iron calcium magnesium copper phosphorus,anemia diabeties scurvy rickets hypertension obesity goitre kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet high_protien_diet,535,61
meal_id_315,Makhane Aur Kaju Ki Kheer,kheer,"1 Cup Lotus Seeds (puffed) and cashew nut (toasted) 1/2 litre Milk 2 tbsp Pure ghee 3 tbsp Khoya/Mawa 1/4 tsp Green cardamom powder 1 tbsp Almonds, chopped 1 tbsp Pistachios, chopped",https://food.ndtv.com/recipe-makhane-aur-kaju-ki-kheer-952715,veg,iron calcium magnesium carbohydrates vitamin_d potassium copper,anemia diabeties scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet high_protien_diet,390,31
meal_id_316,Apple Rabdi,rabdi,"3 Medium Apples 1 litre Milk 4 tbsp Sugar 1/4 tsp Green cardamoms 8-10  Almonds (blanched), sliced 8-10  Pistachios (blanched), sliced",https://food.ndtv.com/recipe-apple-rabdi-952636,veg,iron calcium carbohydrates vitamin_d potassium,anemia diabeties scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet high_protien_diet,310,80
